Title,Price,Area,Address,Gen_descrip,Loại hình,Số phòng ngủ,Tình trạng pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Bình nóng lạnh,Máy hút mùi,Tủ bếp,Bàn ăn,Kệ TV,Tủ trang trí,Giường ngủ,Bàn phấn,Tủ quần áo,Bồn tắm,Vòi hoa sen,Bồn cầu,Bồn rửa mặt,Bàn ghế P.khách,Hướng nhà,Số tầng,Mặt tiền,Nội thất,Hướng ban công,Căn góc,Đường vào,Chiều sâu,Đã bao gồm thuế?,Chính chủ hay không?,Sofa phòng khách,Bàn trà,Đệm,Trần thả,Tổng diện tích sử dụng
"
Cần bán gấp căn Golden Land, 2 phòng ngủ, 104 m2, giá 4.4 tỷ tại Thanh Xuân - Hà Nội
","
4,4
Tỷ ","
104
m2
",['Mua bán Căn hộ chung cư  Golden Land'],"
 chính chủ gửi bán  ngay chung  cư Golden Land 375 Nguyễn Trãi.DT: 104 mét  vuông thông thuỷ.Thiết kế: 2 phòng  ngủ + 1 phòng thờ + 2 toilet.nội  thất  đầy  đủ đẹp, nhà mới sạch sẽ như hình.Giá: 4,4 tỉ.LH: 0976 912 *** 
",Căn hộ,2.0,, 30/11/2023,28/12/2023,Bán,2659218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán căn hộ chung cư Golden Land, 2 phòng ngủ, 94 m2, giá 3.6 tỷ tại Thanh Xuân - Hà Nội
","
3,6
Tỷ ","
94
m2
",['Mua bán Căn hộ chung cư  Golden Land'],"
 bán  gấp siêu phẩm Golden Land 275 Nguyễn Trãi do không còn nhu cầu sử dụng.DT 94m2.Thiết kế 2 ngủ 2  phòng  vệ  sinh.Ban công ĐN cực mát mẻ.Đã full NT.Giá chỉ 3.6 tỉ có  thương  lượng.call  ngay xem nhà: 0399 340 ***Hùng). 
",Căn hộ,2.0,, 30/11/2023,28/12/2023,Bán,2659217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Sở hữu lô đất 82 m2 tại Xã Kim Sơn - Gia Lâm - Hà Nội, giá 2.2 tỷ
","
2,2
Tỷ ","
82
m2
","['Hà Nội', 'Huyện Gia Lâm', 'Mua bán Đất tại Xã Kim Sơn']","
 - Đường trước đất thông ra QL 17, chợ Keo rộng 6m trải áp phan - Gia Lâm lên Q..Rẻ nhất đất Gia Lâm.Chỉ với 2.2 tỉ có ngay miếng  đất DT 82m2 đường trải nhựa tại Phố Keo, Kim Sơn.- Vị trí miếng  đất cách Chợ Keo 300m, cách 500m đến trường mẫu  giáo, cấp 1,2, gần ủy  ban  nhân  dân và trạm y tế xã Kim Sơn.- Cách 200m đến Học viện Tòa Án, cách 5  kilomet đến BV đa khoa Gia Lâm. Các đơn vị hành chính công của huyện Gia Lâm.- Khu vực tập trung cư  dân đông đúc, không gian thoáng mát, hàng xóm thân thiện, an  ninh  tốt.- bìa  đỏ chính chủ, không tranh chấp, cất két sẵn sàng sang tên.call  ngay xem đất, giá  siêu  mềm: 0983 648 *** 
",Đất,,, 30/11/2023,28/12/2023,Bán,2659216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán gấp lô đất 85 m2, mặt tiền 10m, hướng Tây - Bắc tại Xã Đông La - Hoài Đức - Hà Nội, giá rẻ
","
Thỏa thuận
","
85
m2
","['Hà Nội', 'Huyện Hoài Đức', 'Mua bán Đất tại Xã Đông La']","
 Bán lô góc đẹp nhất khu đấu giá x1 Đông La Hoài Đức thành  phố  Hà  Nội.- DT 85m2. Mt 10m Tây  Bắc và hướng  Tây  Nam.- Đường trước đất 20m.- Vị trí đất cách VĐ4 300m. KDT Đô Nghĩa 400m. Khu vực dông cư  dân, tiện ích đầy đủ. Đón đầu Hoài Đức lên Q. lên giá hiện giờ rất rẻ.- Bao giá bao lỗi phong thuỷ.- AE quan tâm alo Em Đức theo số  điện  thoại + zalo 0936 191 *** 
",Đất,,, 30/11/2023,28/12/2023,Bán,2659215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Cần bán căn hộ Imperia Smart City, 2 phòng ngủ, 55 m2, giá 3.26 tỷ tại Nam Từ Liêm - Hà Nội
","
3,26
Tỷ ","
55
m2
",['Mua bán Căn hộ chung cư  Imperia Smart City'],"
 Nhà chính chủ rao bán - nguyên bản CĐT - nội thất cơ bản - đã nhận nhà, vào ở luôn!Ban công tầng 8 ngắm biển hồ + công viên nhiều cây xanh.Đi bộ 100m sang khu hồ công viên, có bãi cát nhân tạo (xem ảnh).Căn căn  hộ thuộc dự án Imperia của CĐT MIK - nằm trong khu dự án Vin Smart City.(CĐT MIK chuyên các dự án cao cấp thương hiệu Imperia).Khách mua đc hưởng toàn bộ các hạ tầng dịch vụ như KH vin (BV, trường học, vv của Vin).Đặc biệt khách mua đc miễn 5 năm phí  DV từ ngày nhận nhà. Dự án nhận nhà tháng 11 - 2023 (free dịch vụ tới tháng 11 2028).Vị trí thuận lợi giao thông vì nằm gần.- Đại Lộ Thăng Long,- Thiên đường Bảo Sơn.- Sân Mỹ Đình.- Aeon Mall Hà Đông.- Tiện đường đi về các khu Hà Đông, Mỹ Đình, Thanh Xuân, Cầu Giấy.Nhà nằm sát trục đường chính có ban công nhìn ra toàn cảnh biển hồ (như hình).DT 55 mét  vuông gồm 02 PN, 01 vệ sinh, 01 ban công, 01 lô  gia.Nhà bàn giao đã có đủ.- Trần thạch cao, sàn gỗ, tủ bếp, bồn chậu  phòng  vệ  sinh.- nóng  lạnh, 03 điều hòa Toshiba cho 03 phòng.- Ổ khóa Yale hiện đại mở bằng vân tay, hệ thống điện cảm ứng, điều khiển qua app điện thoại.-----------------------Quý khách muốn tìm hiểu thêm vui lòng hotline số  điện  thoại / zalo: 0989 021 *** - tôi tên Dũng - chính chủ.(Giá cả có thể thỏa  thuận cho khách mua nhiệt tình).Xin cảm ơn đã đọc tin! 
",Căn hộ,2.0,, 30/11/2023,28/12/2023,Bán,2659214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Cần bán gấp bán nhanh nhà đẹp 5 tầng, 55 m2, mặt tiền 5m tại Đường Minh Khai, giá 11 tỷ
","
11
Tỷ ","
55
m2
","['Hà Nội', 'Quận Hai Bà Trưng', 'Mua bán Nhà riêng tại Đường Minh Khai']","
 - PHÂN LÔ #PHỐ_KIM_ĐỒNG. #QUẬN_HOÀNG_MAI. diện  tích  sử  dụng 50M. 5 TẦNG. MT 4,5m. #nhà  để  xe_Ô_TÔ, contact GẶP chính chủ số  điện  thoại 0968 713 ***- NHÀ THIẾT KẾ nhà  để  xe. CÁC PN ĐỀU THOÁNG SÁNG. RẤT THÍCH HỢP CHO HỘ GIA ĐÌNH. HAY LÀM VĂN PHÒNG. SPA. PHÒNG KHÁM....- VỊ TRÍ NHÀ SIÊU ĐẸP. RẤT GẦN MẶT PHỐ. THUẬN LỢI DI CHUYỂN. TRƯỚC NHÀ CÓ VỈA HÈ RỘNG. oto DỪNG ĐỖ NGÀY ĐÊM. KHU VỰC VĂN MINH. HÀNG XÓM VĂN HOÁ.- SỔ ĐẸP SANG TÊN NGAY. 
",Nhà riêng,5.0,, 30/11/2023,28/12/2023,Bán,2659253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán căn hộ Sunshine City, 2 phòng ngủ, 89 m2, giá 4.12 tỷ tại Bắc Từ Liêm - Hà Nội
","
4,12
Tỷ ","
89
m2
",['Mua bán Căn hộ chung cư  Sunshine City'],"
 Sunshine City, chính chủ căn  hộ  chung  cư 2 PN 89m2, tầng trung view sông.Giá: 4,12 tỉ bao phí full đồ.Thiết kế: 2 ngủ 2 vệ sinh.Tầng trung view sông. 
",Căn hộ,2.0,, 30/11/2023,28/12/2023,Bán,2659385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Cần bán nhanh nhà chung cư Khu đô thị Vinhomes Royal City, 3 phòng ngủ, 111 m2, giá 7.7 tỷ
","
7,7
Tỷ ","
111
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Vinhomes Royal City'],"
 Tôi cần bán căn 3 phòng  ngủ thuộc tòa R2 3  phòng  ngủ đều sáng, căn  hộ  chung  cư vuông  vức nhất Royal City.DT 111 mét  vuông.giá 7,7 tỉ bao phí sang tên sang  nhượng.Nhà mới tinh.contact: Tôi Nhung 0967 352 *** để xem nhà. 
",Căn hộ,3.0,, 30/11/2023,28/12/2023,Bán,2659380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán 80m2 đất tái định cư Kiêu Kỵ, Gia Lâm, đường 8m có vỉa hè
","
4,4
Tỷ ","
80
m2
","['Hà Nội', 'Huyện Gia Lâm', 'Mua bán Đất tại Đường Kiêu Kỵ']","
Rẻ bất ngờ, chủ rất thiện chí và cần tiền.Siêu phẩm 80m² tái định cư, Kiêu Kỵ, Gia Lâm ngay sát chợ Kiêu Kỵ 50m ra trục chính.- Mặt tiền: 4.5m hậu 4.5m vuông đét, đường ô tô 8m, 2 ô tô tránh, hướng chính Bắc.- Khu dân cư đông đúc có nhiều công nhân, ngay sát Vinhomes Ocean Park, đầy đủ tiện ích, sát ngã tư chợ Kiêu Kỵ.- Pháp lý sổ đỏ chính chủ, tiềm năng tăng giá mạnh.- Giá bán: 4.4 tỷ có gia lộc KH thiện chí. Giá rẻ hơn khu vực 8 - 10 giá.Liên hệ: em Thăng. 
",Đất,,Sổ đỏ, 02/11/2023,25/01/2024,Bán,2607881,,,,,,,,,,,,,,,Bắc,,,,,,,,,,,,,,
"
Bán 90m2 đất kiêu kỵ, Gia Lâm, Hà Nội đường rộng 5m
","
3,78
Tỷ ","
90
m2
","['Hà Nội', 'Huyện Gia Lâm', 'Mua bán Đất tại Đường Kiêu Kỵ']","
Bán 90m2 đất Báo Đáp Kiêu Kỵ Gia LâmĐường rộng 5mMặt tiền : 4.5m hậu 4.5m vuông vắnKhu dân cư đông đúc , giáp ecopark cách vin 1 1.5km gần cao tốc 5B Hà Nội - Hải Phòng- Pháp lý sổ đỏ chính chủ- Giá bán : 42tr/m2Lh : mr Thăng
",Đất,,Sổ đỏ, 11/11/2023,06/01/2024,Bán,2624117,,,,,,,,,,,,,,,Bắc,,,,,,,,,,,,,,
"
Bán căn hộ tòa CT3-2 KĐT Mễ Trì Hạ 2PN,2VS gần Kangnam
","
3,4
Tỷ ","
68
m2
","['Hà Nội', 'Quận Nam Từ Liêm', 'Mua bán Căn hộ chung cư tại đường Mễ Trì']","
SIÊU HIẾM - CĂN GÓC 2 NGỦ + 2 VS - TẶNG NỘI THẤT - ĐỐI DIỆN KANG NAM - Vị trí: Nằm trên mặt đường Phạm Hùng thuộc KĐT Mễ Trì Hạ , đối diện với Toà Kangnam Giao thông đi lại cực kỳ thuận lợi tuyến đường vành đai 3, đi sân bay Nội Bài , Đại Lộ Thăng Long, Trung Tâm Hội Nghị Quốc Gia , Bến xe Mỹ Đình - Tiện ích. Toà nhà CT3-2 một trong những toà đẹp và cao cấp thuộc KĐT Mễ Trì , nhiều tiện ích xung quanh như trường học, bệnh viện, trung tâm thương mại …, - Thiết kế : diện tích 68.1m bao gồm 2 ngủ , 2 vs trong đó có 1 PN khép kín * Gía bán : 3,4 tỷ - Phòng khách rộng thoáng sang trọng , khu vực bếp được bố trí gọn gàng hợp lý có cửa sổ mở ra giếng trời của toà chung cư , - sổ đỏ cất két , sãn sàng giao dịch
",Căn hộ,,Sổ đỏ, 15/11/2023,13/12/2023,Bán,2630681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Bán 52m đất ở La Tinh lô góc Hoài Đức, ôtô vào tận đất, quy hoạch 1 nhà ra phố chỉ 2.35 tỷ .
","
2,35
Tỷ ","
52
m2
","['Hà Nội', 'Huyện Hoài Đức', 'Mua bán Đất tại Đường La Tinh']","
Bán 52m đất ở La Tinh lô góc Hoài Đức, ôtô vào tận đất, quy hoạch 1 nhà ra phố chỉ 2.35 tỷ .  + Vị trí gần ngay Học Viện Kiểm Sất Hà Nội, Đại học Phenikaa  + Nằm tiếp giáp ngay cạnh trục giao thông định hướng quy hoạch mở rộng thành trục chính thông đi khắp nơi.+ Cách trung tâm hành chính xã, trung tâm chợ dân sinh, trường chỉ 500m, cách trường học các cấp  MN, 1,2,3 chỉ 300m..  Cơ hội đầu tư tăng lãi vốn là rất lớn khi Hoài Đức lên Quận vào năm 2025...LH: PHẠM VĂN TƯỞNG.- 0 CHÍN 8 MỘT 0 55 SÁU 5 BA.CHUYÊN NHÀ ĐẤT THỔ CƯ HÀ NỘIXem nhà 24/7 hoàn toàn Miễn PhíTẬN TÂM-UY TÍN-CHUYÊN NGHIỆP.
",Đất,,, 15/11/2023,13/12/2023,Bán,2630730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán gấp: Căn hộ CC Dream Home Center - 282 Nguyễn Huy Tưởng, T.Xuân, 101m2, 3PN, Giá: 4 tỷ 188triệu
","
4,19
Tỷ ","
101
m2
",['Mua bán Căn hộ chung cư  Chung cư 282 Nguyễn Huy Tưởng'],"
Chính chủ Cần bán gấp: Căn hộ đẹp tại Chung cư Dream Home Center - 282 Nguyễn Huy Tưởng, quận Thanh Xuân, 101m2, 3PN, Giá: 4 tỷ 188 triệu, Có nội thất xin xò- Căn hộ tầng đẹp, nội thất xịn, nhà ăn ở sạch sẽ giữ gìn, khu vực nhiều cây cối xanh tươi mát mẻ, xung quanh nhiều tiện ích.- Tòa nhà tọa lạc tại vị trí trung tâm quận Thanh Xuân, giao thông rất thuận lợi di chuyển các hướng Ngã Tư Sở - Hà Đông - Cầu Giấy - Vành đai 3...Vị trí đắc địa, gần chợ - siêu thị, gần trường học các cấp, gần các bện viện lớn, TTTM, khu vui chơi...+ Thiết kế 3PN, 2WC, PK + Bếp cực thoáng sáng, ban công xanh mát.+ Phí dịch vụ rẻ, có chỗ gửi xe oto - xe máy.+ Sổ đỏ chính chủ đẹp, sẵn sàng giao dịch.- Giá: 4 tỷ 188 triệu (có thương lượng tốt, chủ thiện chí bán).Quý cô/chú/anh/chị quan tâm vui lòng liên hệ: 0941. 66. 8*** (hỗ trợ 24/7).
",Căn hộ,,Sổ hồng, 15/11/2023,13/12/2023,Bán,2528991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Võ văn dũng. Đống đa. Oto đõ cửa.kinh doanh đa thể loại.32m2 4 tầng hơn 7 tỷ
","
7,6
Tỷ ","
32
m2
","['Hà Nội', 'Quận Đống Đa', 'Mua bán Nhà mặt phố tại Đường Võ Văn Dũng']","
-đẳng cấp vừa tầm tiền, oto đõ cửa. Dễ kinh doanh các loại hình.sổ đẹpKhu vực võ văn dũng cực kì sầm uất. Tập chung nhiều văn phòng, quán cfe. Đường sạch đẹp, thông ra hoàng cầu, trần quang diệu, mai anh tuấn, la thành, thái hà...-nhà chủ mới xây dk vài năm nên còn rất mới 4 tầng. T1 và 2 thiết kế thông sàn kinh doanh. Tầng 3 và 4 Phòng ngủ phòng thờ sân phơi đẹp.- hiện chủ đang cho thuê gần 20 triệu/ tháng- sổ đep giao dịch bất cứ lúc nào.- E huân chuyên nhà phố HN. Cảm ơn a/c đã đọc bài
",Nhà mặt phố,,Sổ hồng, 14/11/2023,12/12/2023,Bán,2630293,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Đất sổ đỏ mặt tiền 7m lô góc 2 mặt ngõ Hoa Thám, La Phù gần khu D Geleximco giáp La Cả, Dương Nội
","
1,89
Tỷ ","
42
m2
","['Hà Nội', 'Quận Hà Đông', 'Mua bán Đất tại Phường Dương Nội']","
Bán đất sổ đỏ 2 mặt ngõ Hoa Thám, La Phù gần khu D Geleximco giáp La Cả, Dương Nội. Sổ đỏ 42m2, ngõ tầm 2m ô tô vào cách 50m. Mặt tiền 7m vô cùng hiếm. 2 mặt ngõ đầu tư sau xây nhà ở thoáng mát. Giá 1 tỷ 890 triệu. Miễn trung gian môi giới (bán trực tiếp không kết hợp mọi hình thức). Liên hệ 0912533*** hoặc kết bạn zalo có thêm thông tin. Giá cả thông tin cập nhật zalo chính xác không báo linh tinh mất thời gian khách đi xem. Cảm ơn anh chị đã xem tin.
",Đất,,Sổ đỏ, 14/11/2023,12/12/2023,Bán,2328984,,,,,,,,,,,,,,,Đông,,,,,,,,,,,,,,
"
Chính chủ bán căn hộ mini cách Hồ Ba mẫu khoảng 50m, có sổ hồng , ở ngay
","
660
Triệu ","
28
m2
","['Hà Nội', 'Quận Đống Đa', 'Mua bán Căn hộ chung cư tại Đường Hồ Ba Mẫu']","
Tôi chính chủ bán căn hộ mini Hồ Ba Mẫu - Đống ĐaCó thang máy, thang bộBảo vệ 24/24Diện tích khoảng 28m2Giá bán: 660trTầng 6 thoáng, sángCăn hộ đã có sổ hồng đồng sở hữuTòa nhà Cách Hồ Ba Mẫu khoảng 50mCách  Công Viên Thống Nhất khoảng  300mThuận tiện di chuyển qua các Quận:  Hoàn Kiếm, ĐỐng Đa, Hai Bà Trưng, Hoàng Mai…                                                Xem nhà: 0983 169 *** 
",Căn hộ,,Sổ đỏ, 14/11/2023,28/11/2023,Bán,2530819,,,,,,,,,,,,,,,Đông-Nam,,,,,,,,,,,,,,
"
Chính chủ bán 200 m mặt đường đôi tái định cư Đại học Quốc gia Hà Nội Gọi 091 153 9***
","
Thỏa thuận
","
200
m2
","['Hà Nội', 'Huyện Thạch Thất', 'Mua bán Đất tại Đường 21A']","
Thông tin mảnh đất- 200 m2 mặt tiền 10 m phun thổ cư. Đường rộng 40 m mặt đường đôi, vỉa hè 4,5 m- vị trí nằm trong khu đô thị, gần đường điện trường trạm chợ khu vui chơi- từ lô đất đi ra đến cổng số 8 của Đại học Quốc gia Hà Nội chỉ 800 m- sát với trường cấp 1 cấp 2 mầm non của xã Thạch Hòa-sổ đỏ cầm tay☎️ Liên hệ trực tiếp chủ đất 091 1539 3***để đi xem đất đặt cọc
",Đất,,Sổ hồng, 14/11/2023,28/11/2023,Bán,2629951,,,,,,,,,,,,,,,Nam,,,,,,,,,,,,,,
"
Bán căn hộ tòa L2 106m2 3PN giá 4.5 tỷ tại dự án Le Grand Jardin ( Jardin De Joie).
","
4,5
Tỷ ","
105,72
m2
",['Mua bán Căn hộ chung cư  Le Grand Jardin Sài Đồng'],"
 🌟🌟🌟5 Giá trị khẳng định vị thế “CĂN HỘ SANG” JARDIN DE JOIETheo các chuyên gia, ‘CĂN HỘ SANG’ cần hội tụ đầy đủ 5 yếu tố:🍀Vị trí dự án đắc địa, nằm tại trung tâm lõi đô thị, tọa lạc trên các mặt tiền đường lớn có vị trí giao thông thuận lợi, dễ dàng kết nối và thuận tiện cho cư dân di chuyển đến các Trung tâm thương mại, thể thao, y tế, giáo dục trong phạm vi bán kính từ 200m đến 1km.🍀Tiện ích đặc quyền dành riêng cho cư dân tòa nhà, đặc biệt là các tiện ích cải thiện sức khỏe thể chất và tinh thần như: bể bơi , vườn cây, phòng gym, yoga, công viên nội khu, sân chơi trẻ em…🍀 Tiêu chuẩn quy hoạch - thiết kế: Đảm bảo mật độ xây dựng dưới 45%, thiết kế tiện nghi - thẩm mỹ với từng không gian được bố trí tối ưu khoa học, gần gũi thiên nhiên, đảm bảo sự riêng tư và chất lượng tận hưởng dịch vụ cho các cư dân.🍀 Quản lý vận hành tiêu chuẩn cao cấp: Hệ thống an ninh đảm bảo, dịch vụ tiền sảnh chuyên nghiệp, đi kèm là các dịch vụ cá nhân hóa và quản lý các không gian công cộng…🍀Kết nối cộng đồng tinh hoa, những người cùng đẳng cấp, cùng tầm nhìn và phong cách sống🌟🌟🌟Soi chiếu với các tiêu chí trên, Le Grand Jardin nói chung và Jardin De Joie nói riêng đã đáp ứng đầy đủ các điều kiện của một căn CĂN HỘ SANG.💝💝💝Hãy đến và cảm nhận về chốn an cư đúng chuẩn căn hộ sang, đáng sống nhất Long Biên.
",Căn hộ,,Sổ hồng, 13/11/2023,27/11/2023,Bán,2627974,,,,,,,,,,,,,,,Tây-Nam,,,,,,,,,,,,,,
"
Chính chủ bán nhà Vân Canh 123m, 5 tầng, oto vào nhà.
","
12
Tỷ ","
123
m2
","['Hà Nội', 'Huyện Hoài Đức', 'Mua bán Nhà riêng tại Đường An Trai']","
BÁN NHÀ HIẾM ĐẸP VÂN CANH - 5 TẦNG Ở & CHO THUÊ CĂN HỘ 👉 OTO VÀO NHÀ.🌹🌹🌹🍉🍉🍉🏡 Vân Canh: 123m * 5 tầng, mặt tiền 8.7m, chỉ 1x tỷ.- Nhà tự xây tâm huyết và tự vận hành. Thiết kế 20 phòng khép kín, FULL ĐỒ, ở ngay. Có thể cải tạo nâng lên 7 tầng thang máy. ✍ Liên hệ: 0919073***, ACE Môi giới dẫn khách chốt mình gửi hoa hồng.
",Nhà riêng,,, 14/11/2023,12/12/2023,Bán,2629779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán căn 2N 70.5m2 phân khu Singapo giá chỉ 3.4 tỷ
","
3,78
Tỷ ","
70,5
m2
",['Mua bán Căn hộ chung cư  Vinhomes Smart City'],"
- Tòa duy nhất thuộc dự án Vinhomes Smart City có 2 tầng hầm, gần hồ trung tâm, gần nhà để xe nổi, đầy đủ các tiện ích như bể sục nóng, gym,...- Căn hộ 2N2WC 65m2 thông thủy, tầng cao view nội khu Canopy- Căn hộ thiết kế thoáng, diện tích lớn, phòng khách và 2 phòng ngủ đều lấy được ánh sáng tự nhiên- Thanh toán theo tiến độ làm nhiều đợt (11 đợt hoặc 18 đợt theo lựa chọn của khách hàng), chiết khấu lên tới 9%- Cho vay lên tới 70% giá trị căn hộ, ân hạn nợ gốc và hỗ trợ lãi suất 0% tối đa trong vòng 4 năm- Bàn giao nội thất liền tường cơ bản (điều hòa, cửa vân tay lõi thép chống cháy, thiết bị vệ sinh TOTO,...)- Được sử dụng miễn phí các tiện ích của Vinhomes Smart City- Tháng 7/2025 nhận nhà
",Căn hộ,,Sổ hồng, 07/11/2023,05/12/2023,Bán,2615598,1.0,,,,,,,,,,1.0,1.0,1.0,,Đông-Nam,,,,,,,,,,,,,,
"
Vinhomes Smart City - Đại đô thị thông minh đầu tiên tại Việt Nam 
","
Thỏa thuận
","
55
m2
",['Mua bán Căn hộ chung cư  Vinhomes Smart City'],"
Vinhomes Smart City - Đại đô thị thông minh đầu tiên tại Việt Nam - Vị trí tâm điểm phía Tây thủ đô Hà Nội, tiếp giáp Đại lộ Thăng Long, Lê Trọng Tấn, đường 72…; đây cũng là trung tâm hành chính mới của thủ đô Hà Nội.- Công viên trung tâm: vườn nướng BBQ ngoài trời, hồ điều hòa, bãi cát nhân tạo, khu thể thao, khu vui chơi, …- Vườn Nhật: quảng trường sự kiện, công viên trò chơi, vườn thiền, vườn tre, nhà hàng Nhật, chòi lá, sân vườn đường dạo phong cách Nhật Bản- Trung tâm thương mại Vincom Mega Mall lớn nhất hệ thống Vincom toàn quốc: bể bơi 4 mùa, dòng sông nhân tạo, khu vui chơi, ăn uống…- Bệnh viện đa khoa quốc tế Vinmec Vinhomes Smart City là bệnh viện đầu tiên trong hệ thống có sân đỗ trực thăng trên tầng thượng.- Hệ thống trường liên cấp: công lập, dân lập, quốc tế hàng đầu Việt Nam.… và hàng trăm công viên lớn nhỏ, shophouse, biệt thự…Khu đô thị Vinhomes Smart City Tây Mỗ, Nam Từ Liêm với đầy đủ tiện ích, pháp lý chuẩn, đã có nhiều tòa bàn giao và có sổ.Vinhomes Smart City có 58 tòa với các phân khu khác nhau, hiện tại đã và đang xây dựng khoảng hơn 30 tòa, cư dân đang sinh sống ổn định, tiện ích cũng đang dần hoàn thiện đồng bộ.Hãy liên hệ với em Hằng cư dân chính chủ S103 - 09022203***để lựa chọn được căn hộ phù hợp với giá bán trực tiếp từ Chủ đầu tư:CÁC LOẠI HÌNH CĂN HỘ ĐA DẠNG TÙY PHÂN KHU:- Studio: 25 – 35m2- 1PN, 1PN+1: 40-48m2- 2PN, 2PN+1: 54-65m2- 3PN, 3PN+1: 70-93m2CÁC HÌNH THỨC THANH TOÁN LINH HOẠT TÙY PHÂN KHU, TÙY THỜI ĐIỂM:- Ký Hợp đồng mua bán nộp 10-25%- Nếu không vay khách hàng sẽ được chiết khấu lên tới 18%- Nếu vay sẽ được hỗ trợ lãi suất tới lên 48 thángGIÁ BÁN TÙY VÀO PHÂN KHU VÀ THỜI ĐIỂMCác tòa chung cư tại Vinhomes Smart City được mở bán ngay từ khi xây móng với mức giá tốt nhất và có nhiều lựa chọn nhất. Với những tòa gần nhận nhà thì trên 90% căn hộ đã bán hết, lúc này giá cao hơn và ít lựa chọn hơn, anh/chị cân nhắc thời điểm phù hợp nhất để đưa ra quyết định sáng suốt.Chúc anh/chị tìm được căn nhà ưng ý!Em Hằng 0902220366***S103 trực dự án 24/7.
",Căn hộ,,, 14/11/2023,12/12/2023,Bán,2629735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán nhanh ngôi nhà đẹp tại Trần Phú, Hà Đông, gần ga tàu điện, 5 tầng x 40m2 CHỈ 4 tỷ
","
4
Tỷ ","
40
m2
","['Hà Nội', 'Quận Hà Đông', 'Mua bán Nhà riêng tại Đường Trần Phú']","
+ Chị Hà chính chủ cần bán căn nhà tự xây kiên cố chắc chắn tại Trần Phú, Văn Quán, Hà Đông để chuyển về gần con, thiện chí bán nhanh trong tháng và có thương lượng gia lộc+ Khu Trần Phú, Văn Quán đông dân cư, sầm uất, đa dạng nhiều chợ, siêu thị, gần nhiều trường ĐH lớn như ĐH SP NT TW, Học viện KT Mật mã, ĐH Kiến trúc, ĐH CN Bưu chính viễn thông, ĐH Hà Nội….+ Diện tích 40m2, vị trí đẹp, đường trước nhà rộng, gần tàu điện trên cao. Có thể ở hoặc cho thuê phòng ở đều rất hợp lý+ Giá: 4 tỷ (khách thiện chí có thương lượng) + Sổ đỏ chính chủ pháp lý chuẩn.+ Liên hệ em Yên xem nhà: 0869 792 ***
",Nhà riêng,,Sổ đỏ, 14/11/2023,12/12/2023,Bán,2538129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Khu Phân Lô - Oto Đỗ Cửa - Kinh Doanh- Ôto Tránh 30M - Nhà Mới Ở Luôn
","
5,98 - 6
Tỷ ","
37
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Mua bán Nhà riêng tại Đường Định Công Hạ']","
- Vị trí cực đẹp, ngõ thông ô tô, kinh doanh, khu đô thị Định Công.- Hướng: ĐN.- Thiết kế:T1: Kinh doanh.T2,3,4: Mỗi tầng 2 phòng, 1 WC.T5: Phòng thờ, Sân phơi.- Sổ đỏ vuông đét.    
",Nhà riêng,,Sổ đỏ, 14/11/2023,12/12/2023,Bán,2629660,,,,,,,,,,,,,,,Đông-Nam,,,,,,,,,,,,,,
